event_id,sensor_id,sensor_type,warehouse_id,value,unit,is_alert,timestamp,year,month,day,hour
EVT-0000020,SENS-0004,Temperature,WH-001,3.15,Celsius,False,2024-09-04 20:53:35,2024,9,4,20
EVT-0000021,SENS-0066,Light,WH-002,957.6,Lux,False,2024-10-23 23:34:41,2024,10,23,23
EVT-0000022,SENS-0157,CO2,WH-003,1642.4,ppm,True,2024-05-11 18:52:52,2024,5,11,18
EVT-0000023,SENS-0008,Pressure,WH-003,914.44,hPa,True,2024-03-16 13:20:07,2024,3,16,13
EVT-0000024,SENS-0160,Humidity,WH-002,71.34,%,False,2024-06-15 21:44:06,2024,6,15,21
EVT-0000025,SENS-0043,CO2,WH-002,1711.4,ppm,True,2024-02-09 04:43:07,2024,2,9,4
EVT-0000026,SENS-0157,Light,WH-002,722.3,Lux,False,2024-08-16 06:47:44,2024,8,16,6
EVT-0000027,SENS-0093,Light,WH-002,361.4,Lux,False,2024-02-06 22:33:56,2024,2,6,22
EVT-0000028,SENS-0010,Vibration,WH-003,7.068,mm/s,False,2024-05-26 01:22:37,2024,5,26,1
EVT-0000029,SENS-0160,CO2,WH-002,833.2,ppm,False,2024-09-28 08:12:35,2024,9,28,8
EVT-0000030,SENS-0055,Temperature,WH-005,13.28,Celsius,False,2024-04-14 23:47:33,2024,4,14,23
EVT-0000031,SENS-0187,Vibration,WH-004,2.218,mm/s,False,2024-08-28 06:51:41,2024,8,28,6
EVT-0000032,SENS-0033,Temperature,WH-005,-8.75,Celsius,True,2024-05-21 00:27:29,2024,5,21,0
EVT-0000033,SENS-0174,Temperature,WH-004,9.65,Celsius,False,2024-12-19 12:18:43,2024,12,19,12
EVT-0000034,SENS-0170,Humidity,WH-004,90.35,%,True,2024-10-28 00:49:50,2024,10,28,0
EVT-0000035,SENS-0061,Pressure,WH-002,908.24,hPa,True,2024-11-23 23:29:22,2024,11,23,23
EVT-0000036,SENS-0100,Light,WH-001,896.2,Lux,False,2024-08-22 21:49:29,2024,8,22,21
EVT-0000037,SENS-0008,Light,WH-004,600.5,Lux,False,2024-12-03 20:46:44,2024,12,3,20
EVT-0000038,SENS-0150,Light,WH-003,536.7,Lux,False,2024-10-13 05:02:35,2024,10,13,5
EVT-0000039,SENS-0112,Light,WH-001,826.0,Lux,False,2024-06-25 08:02:26,2024,6,25,8
EVT-0000040,SENS-0058,CO2,WH-002,348.1,ppm,False,2024-01-15 18:08:31,2024,1,15,18
EVT-0000041,SENS-0026,Light,WH-005,198.8,Lux,False,2024-10-07 17:45:41,2024,10,7,17
EVT-0000042,SENS-0129,CO2,WH-002,1097.8,ppm,False,2024-09-02 10:07:21,2024,9,2,10
EVT-0000043,SENS-0107,Vibration,WH-001,6.812,mm/s,False,2024-01-08 07:09:39,2024,1,8,7
EVT-0000044,SENS-0104,Temperature,WH-003,-5.44,Celsius,True,2024-07-28 11:43:18,2024,7,28,11
EVT-0000045,SENS-0129,Pressure,WH-003,946.11,hPa,True,2024-07-07 19:50:07,2024,7,7,19
EVT-0000046,SENS-0193,Humidity,WH-004,30.04,%,False,2024-01-17 21:57:46,2024,1,17,21
EVT-0000047,SENS-0016,Humidity,WH-001,87.42,%,True,2024-03-27 11:05:51,2024,3,27,11
EVT-0000048,SENS-0031,Light,WH-003,565.3,Lux,False,2024-05-25 12:47:51,2024,5,25,12
EVT-0000049,SENS-0186,Light,WH-005,8.3,Lux,False,2024-02-06 10:14:17,2024,2,6,10
EVT-0000050,SENS-0079,Pressure,WH-004,958.4,hPa,False,2024-01-01 13:01:21,2024,1,1,13
EVT-0000051,SENS-0194,CO2,WH-001,1120.4,ppm,False,2024-08-13 06:28:22,2024,8,13,6
EVT-0000052,SENS-0184,CO2,WH-004,452.6,ppm,False,2024-12-09 23:14:53,2024,12,9,23
EVT-0000053,SENS-0080,Light,WH-002,191.6,Lux,False,2024-12-09 08:33:58,2024,12,9,8
EVT-0000054,SENS-0190,Vibration,WH-001,2.61,mm/s,False,2024-12-22 19:21:21,2024,12,22,19
EVT-0000055,SENS-0006,Vibration,WH-003,4.666,mm/s,False,2024-06-15 10:06:36,2024,6,15,10
EVT-0000056,SENS-0108,Temperature,WH-004,4.41,Celsius,False,2024-07-24 08:30:18,2024,7,24,8
EVT-0000057,SENS-0092,Temperature,WH-002,2.43,Celsius,False,2024-10-19 06:59:00,2024,10,19,6
EVT-0000058,SENS-0159,Pressure,WH-004,1052.03,hPa,False,2024-03-28 03:08:13,2024,3,28,3
EVT-0000059,SENS-0157,Humidity,WH-004,25.7,%,False,2024-12-22 05:32:57,2024,12,22,5
EVT-0000060,SENS-0184,Humidity,WH-005,34.65,%,False,2024-03-09 17:45:51,2024,3,9,17
EVT-0000061,SENS-0176,Pressure,WH-001,983.38,hPa,False,2024-10-21 05:42:25,2024,10,21,5
EVT-0000062,SENS-0080,CO2,WH-005,1834.9,ppm,True,2024-04-25 02:04:31,2024,4,25,2
EVT-0000063,SENS-0064,Pressure,WH-004,1024.41,hPa,False,2024-12-02 22:53:44,2024,12,2,22
EVT-0000064,SENS-0144,Pressure,WH-005,1098.18,hPa,True,2024-09-12 02:25:19,2024,9,12,2
EVT-0000065,SENS-0180,Pressure,WH-003,910.67,hPa,True,2024-03-02 04:57:49,2024,3,2,4
EVT-0000066,SENS-0049,Light,WH-003,465.1,Lux,False,2024-09-07 01:44:16,2024,9,7,1
EVT-0000067,SENS-0111,Humidity,WH-004,30.02,%,False,2024-11-20 02:18:39,2024,11,20,2
EVT-0000068,SENS-0048,Vibration,WH-002,0.796,mm/s,False,2024-05-15 17:48:42,2024,5,15,17
EVT-0000069,SENS-0008,CO2,WH-003,1674.4,ppm,True,2024-08-24 20:28:54,2024,8,24,20
EVT-0000070,SENS-0007,Temperature,WH-004,6.67,Celsius,False,2024-11-28 00:46:47,2024,11,28,0
EVT-0000071,SENS-0009,Temperature,WH-003,2.76,Celsius,False,2024-05-12 10:55:15,2024,5,12,10
EVT-0000072,SENS-0068,CO2,WH-005,1996.1,ppm,True,2024-06-04 04:12:18,2024,6,4,4
EVT-0000073,SENS-0072,Temperature,WH-003,-1.09,Celsius,False,2024-08-21 01:05:13,2024,8,21,1
EVT-0000074,SENS-0090,Temperature,WH-005,20.32,Celsius,False,2024-12-07 13:43:26,2024,12,7,13
EVT-0000075,SENS-0006,Vibration,WH-001,5.981,mm/s,False,2024-10-20 20:52:41,2024,10,20,20
EVT-0000076,SENS-0039,Humidity,WH-001,90.45,%,True,2024-10-28 13:57:58,2024,10,28,13
EVT-0000077,SENS-0050,Pressure,WH-004,971.99,hPa,False,2024-06-13 03:35:47,2024,6,13,3
EVT-0000078,SENS-0027,Humidity,WH-001,31.89,%,False,2024-02-09 07:03:59,2024,2,9,7
EVT-0000079,SENS-0104,CO2,WH-002,324.1,ppm,False,2024-03-25 01:25:46,2024,3,25,1
EVT-0000080,SENS-0161,Humidity,WH-003,23.87,%,False,2024-01-25 22:46:07,2024,1,25,22
EVT-0000081,SENS-0066,Vibration,WH-002,4.855,mm/s,False,2024-01-29 22:27:37,2024,1,29,22
EVT-0000082,SENS-0074,Humidity,WH-004,73.04,%,False,2024-11-03 23:36:43,2024,11,3,23
EVT-0000083,SENS-0136,Vibration,WH-005,5.237,mm/s,False,2024-01-20 00:46:45,2024,1,20,0
EVT-0000084,SENS-0014,Vibration,WH-003,1.526,mm/s,False,2024-05-14 23:34:04,2024,5,14,23
EVT-0000085,SENS-0067,Pressure,WH-005,1046.56,hPa,False,2024-12-20 04:43:29,2024,12,20,4
EVT-0000086,SENS-0051,Humidity,WH-002,70.09,%,False,2024-04-28 03:36:28,2024,4,28,3
EVT-0000087,SENS-0088,Light,WH-005,522.0,Lux,False,2024-11-26 04:18:45,2024,11,26,4
EVT-0000088,SENS-0060,Humidity,WH-003,80.96,%,False,2024-06-13 00:52:20,2024,6,13,0
EVT-0000089,SENS-0082,Light,WH-004,677.7,Lux,False,2024-01-12 20:25:56,2024,1,12,20
EVT-0000090,SENS-0089,Pressure,WH-003,954.1,hPa,False,2024-09-22 17:45:13,2024,9,22,17
EVT-0000091,SENS-0041,CO2,WH-005,1402.1,ppm,False,2024-05-18 21:34:34,2024,5,18,21
EVT-0000092,SENS-0058,Humidity,WH-003,50.56,%,False,2024-04-04 03:50:08,2024,4,4,3
EVT-0000093,SENS-0159,Pressure,WH-005,1075.11,hPa,False,2024-08-09 08:47:08,2024,8,9,8
EVT-0000094,SENS-0128,Temperature,WH-003,3.93,Celsius,False,2024-12-12 04:12:44,2024,12,12,4
EVT-0000095,SENS-0040,CO2,WH-001,1150.3,ppm,False,2024-09-13 18:19:12,2024,9,13,18
EVT-0000096,SENS-0095,Vibration,WH-002,3.482,mm/s,False,2024-10-10 22:02:11,2024,10,10,22
EVT-0000097,SENS-0196,Temperature,WH-001,36.45,Celsius,False,2024-03-08 15:38:17,2024,3,8,15
EVT-0000098,SENS-0140,Pressure,WH-003,1017.7,hPa,False,2024-05-24 17:31:42,2024,5,24,17
EVT-0000099,SENS-0176,CO2,WH-005,370.8,ppm,False,2024-08-30 21:05:40,2024,8,30,21
EVT-0000100,SENS-0097,Light,WH-005,853.7,Lux,False,2024-08-30 06:37:01,2024,8,30,6
EVT-0000101,SENS-0141,Humidity,WH-005,93.98,%,True,2024-05-21 14:03:34,2024,5,21,14
EVT-0000102,SENS-0018,Pressure,WH-004,926.09,hPa,True,2024-01-02 00:40:33,2024,1,2,0
EVT-0000103,SENS-0188,CO2,WH-002,1112.9,ppm,False,2024-03-21 14:29:30,2024,3,21,14
EVT-0000104,SENS-0132,Light,WH-001,428.7,Lux,False,2024-04-08 18:50:12,2024,4,8,18
EVT-0000105,SENS-0097,CO2,WH-002,1033.7,ppm,False,2024-05-08 20:49:32,2024,5,8,20
EVT-0000106,SENS-0142,Humidity,WH-004,21.31,%,False,2024-01-20 11:31:33,2024,1,20,11
EVT-0000107,SENS-0144,CO2,WH-002,576.5,ppm,False,2024-02-13 02:22:55,2024,2,13,2
EVT-0000108,SENS-0146,Temperature,WH-005,10.78,Celsius,False,2024-07-05 12:01:34,2024,7,5,12
EVT-0000109,SENS-0013,CO2,WH-005,1615.8,ppm,True,2024-06-10 06:29:56,2024,6,10,6
EVT-0000110,SENS-0063,Temperature,WH-004,2.78,Celsius,False,2024-06-17 16:29:48,2024,6,17,16
EVT-0000111,SENS-0125,Temperature,WH-005,15.01,Celsius,False,2024-01-27 20:47:19,2024,1,27,20
EVT-0000112,SENS-0019,Light,WH-001,768.7,Lux,False,2024-09-16 16:12:35,2024,9,16,16
EVT-0000113,SENS-0198,Temperature,WH-002,4.42,Celsius,False,2024-08-21 08:42:02,2024,8,21,8
EVT-0000114,SENS-0054,Temperature,WH-001,26.44,Celsius,False,2024-01-07 06:51:10,2024,1,7,6
EVT-0000115,SENS-0189,Light,WH-004,428.0,Lux,False,2024-09-01 23:06:47,2024,9,1,23
EVT-0000116,SENS-0002,Light,WH-005,859.5,Lux,False,2024-04-19 03:26:34,2024,4,19,3
EVT-0000117,SENS-0089,Vibration,WH-004,2.769,mm/s,False,2024-09-01 17:32:58,2024,9,1,17
EVT-0000118,SENS-0055,Humidity,WH-003,88.91,%,True,2024-11-15 05:21:27,2024,11,15,5
EVT-0000119,SENS-0067,Pressure,WH-005,1010.58,hPa,False,2024-03-21 12:13:43,2024,3,21,12
EVT-0000120,SENS-0160,Pressure,WH-005,903.62,hPa,True,2024-06-26 07:43:05,2024,6,26,7
EVT-0000121,SENS-0023,CO2,WH-003,1227.2,ppm,False,2024-04-25 12:33:30,2024,4,25,12
EVT-0000122,SENS-0051,CO2,WH-005,1248.3,ppm,False,2024-06-16 20:43:29,2024,6,16,20
EVT-0000123,SENS-0059,Vibration,WH-001,3.658,mm/s,False,2024-03-28 07:02:38,2024,3,28,7
EVT-0000124,SENS-0090,Temperature,WH-001,-7.71,Celsius,True,2024-12-12 23:18:27,2024,12,12,23
EVT-0000125,SENS-0101,Light,WH-004,681.8,Lux,False,2024-03-15 08:08:19,2024,3,15,8
EVT-0000126,SENS-0176,Vibration,WH-004,3.264,mm/s,False,2024-12-25 01:16:19,2024,12,25,1
EVT-0000127,SENS-0012,Temperature,WH-001,42.43,Celsius,True,2024-01-09 22:37:30,2024,1,9,22
EVT-0000128,SENS-0188,Pressure,WH-002,1093.44,hPa,True,2024-07-05 07:44:01,2024,7,5,7
EVT-0000129,SENS-0012,Temperature,WH-003,19.48,Celsius,False,2024-07-10 23:34:58,2024,7,10,23
EVT-0000130,SENS-0130,CO2,WH-005,1186.6,ppm,False,2024-04-27 17:19:47,2024,4,27,17
EVT-0000131,SENS-0158,Vibration,WH-005,4.108,mm/s,False,2024-09-17 09:32:43,2024,9,17,9
EVT-0000132,SENS-0195,CO2,WH-002,331.5,ppm,False,2024-07-29 19:42:59,2024,7,29,19
EVT-0000133,SENS-0115,Vibration,WH-003,1.931,mm/s,False,2024-02-26 14:50:17,2024,2,26,14
EVT-0000134,SENS-0088,CO2,WH-001,646.7,ppm,False,2024-04-06 04:39:09,2024,4,6,4
EVT-0000135,SENS-0073,CO2,WH-003,1707.3,ppm,True,2024-03-11 18:43:05,2024,3,11,18
EVT-0000136,SENS-0191,Light,WH-002,802.2,Lux,False,2024-12-15 00:30:32,2024,12,15,0
EVT-0000137,SENS-0121,Humidity,WH-001,27.26,%,False,2024-11-17 09:04:33,2024,11,17,9
EVT-0000138,SENS-0199,Temperature,WH-001,-5.39,Celsius,True,2024-03-22 17:30:35,2024,3,22,17
EVT-0000139,SENS-0115,Light,WH-003,441.6,Lux,False,2024-05-05 02:15:25,2024,5,5,2
EVT-0000140,SENS-0007,CO2,WH-005,1582.9,ppm,True,2024-12-17 17:37:54,2024,12,17,17
EVT-0000141,SENS-0081,Pressure,WH-004,927.35,hPa,True,2024-08-25 05:39:07,2024,8,25,5
EVT-0000142,SENS-0024,CO2,WH-003,1870.3,ppm,True,2024-08-08 12:59:11,2024,8,8,12
EVT-0000143,SENS-0177,Vibration,WH-003,1.725,mm/s,False,2024-08-14 15:27:06,2024,8,14,15
EVT-0000144,SENS-0036,Humidity,WH-001,76.87,%,False,2024-10-20 01:30:01,2024,10,20,1
EVT-0000145,SENS-0119,Pressure,WH-004,989.99,hPa,False,2024-06-13 04:18:01,2024,6,13,4
EVT-0000146,SENS-0152,Humidity,WH-001,71.03,%,False,2024-12-13 02:44:29,2024,12,13,2
EVT-0000147,SENS-0104,Temperature,WH-001,30.14,Celsius,False,2024-05-09 00:18:50,2024,5,9,0
EVT-0000148,SENS-0102,Vibration,WH-001,1.774,mm/s,False,2024-08-10 03:50:00,2024,8,10,3
EVT-0000149,SENS-0068,Light,WH-001,302.0,Lux,False,2024-09-02 05:46:24,2024,9,2,5
EVT-0000150,SENS-0075,Humidity,WH-005,74.71,%,False,2024-04-28 13:15:00,2024,4,28,13
EVT-0000151,SENS-0147,Temperature,WH-002,44.59,Celsius,True,2024-06-26 06:51:08,2024,6,26,6
EVT-0000152,SENS-0090,Humidity,WH-002,83.79,%,False,2024-01-16 11:50:16,2024,1,16,11
EVT-0000153,SENS-0065,Temperature,WH-005,-1.35,Celsius,False,2024-03-22 16:17:11,2024,3,22,16
EVT-0000154,SENS-0092,Vibration,WH-001,5.819,mm/s,False,2024-11-18 19:37:56,2024,11,18,19
EVT-0000155,SENS-0114,Humidity,WH-002,21.53,%,False,2024-10-06 13:35:32,2024,10,6,13
EVT-0000156,SENS-0033,Light,WH-004,577.0,Lux,False,2024-03-16 14:17:38,2024,3,16,14
EVT-0000157,SENS-0068,Humidity,WH-005,53.04,%,False,2024-06-10 17:37:14,2024,6,10,17
EVT-0000158,SENS-0133,Light,WH-002,171.2,Lux,False,2024-12-04 13:21:43,2024,12,4,13
EVT-0000159,SENS-0042,CO2,WH-002,1401.4,ppm,False,2024-11-23 23:44:07,2024,11,23,23
EVT-0000160,SENS-0094,Temperature,WH-004,-7.99,Celsius,True,2024-06-28 20:47:30,2024,6,28,20
EVT-0000161,SENS-0131,Temperature,WH-004,39.07,Celsius,False,2024-06-27 19:17:18,2024,6,27,19
EVT-0000162,SENS-0019,Temperature,WH-005,3.74,Celsius,False,2024-02-09 17:20:25,2024,2,9,17
EVT-0000163,SENS-0148,Temperature,WH-003,-1.67,Celsius,False,2024-06-21 16:56:14,2024,6,21,16
EVT-0000164,SENS-0133,CO2,WH-001,1876.3,ppm,True,2024-03-03 09:25:24,2024,3,3,9
EVT-0000165,SENS-0164,CO2,WH-005,384.7,ppm,False,2024-09-10 01:44:49,2024,9,10,1
EVT-0000166,SENS-0013,Humidity,WH-003,87.32,%,True,2024-08-18 20:06:24,2024,8,18,20
EVT-0000167,SENS-0050,Vibration,WH-001,5.308,mm/s,False,2024-01-02 00:41:17,2024,1,2,0
EVT-0000168,SENS-0197,Pressure,WH-001,1054.74,hPa,False,2024-11-19 09:56:46,2024,11,19,9
EVT-0000169,SENS-0200,CO2,WH-002,701.4,ppm,False,2024-08-10 20:03:31,2024,8,10,20
EVT-0000170,SENS-0110,CO2,WH-001,343.3,ppm,False,2024-02-04 18:53:58,2024,2,4,18
EVT-0000171,SENS-0023,Light,WH-004,48.8,Lux,False,2024-06-12 07:05:43,2024,6,12,7
EVT-0000172,SENS-0112,CO2,WH-003,530.7,ppm,False,2024-04-25 12:03:09,2024,4,25,12
EVT-0000173,SENS-0036,Light,WH-003,993.9,Lux,False,2024-12-15 00:08:45,2024,12,15,0
EVT-0000174,SENS-0053,Temperature,WH-005,1.8,Celsius,False,2024-10-30 21:07:08,2024,10,30,21
EVT-0000175,SENS-0020,Temperature,WH-003,29.85,Celsius,False,2024-12-10 19:54:56,2024,12,10,19
EVT-0000176,SENS-0140,Humidity,WH-004,25.39,%,False,2024-12-19 00:32:12,2024,12,19,0
EVT-0000177,SENS-0008,CO2,WH-001,784.1,ppm,False,2024-05-16 17:59:27,2024,5,16,17
EVT-0000178,SENS-0158,Pressure,WH-002,1062.54,hPa,False,2024-12-11 03:47:45,2024,12,11,3
EVT-0000179,SENS-0115,Temperature,WH-002,9.13,Celsius,False,2024-09-14 15:22:38,2024,9,14,15
EVT-0000180,SENS-0135,Vibration,WH-002,7.87,mm/s,False,2024-10-30 00:49:24,2024,10,30,0
EVT-0000181,SENS-0110,Light,WH-005,861.9,Lux,False,2024-12-01 13:42:33,2024,12,1,13
EVT-0000182,SENS-0066,Vibration,WH-001,9.287,mm/s,True,2024-11-05 05:57:06,2024,11,5,5
EVT-0000183,SENS-0039,CO2,WH-003,499.8,ppm,False,2024-09-27 15:47:50,2024,9,27,15
EVT-0000184,SENS-0131,Temperature,WH-003,16.99,Celsius,False,2024-09-23 06:33:15,2024,9,23,6
EVT-0000185,SENS-0028,Pressure,WH-004,1067.21,hPa,False,2024-10-05 21:51:16,2024,10,5,21
EVT-0000186,SENS-0090,CO2,WH-005,751.1,ppm,False,2024-05-02 09:39:32,2024,5,2,9
EVT-0000187,SENS-0108,Pressure,WH-005,1096.07,hPa,True,2024-02-14 18:34:52,2024,2,14,18
EVT-0000188,SENS-0136,Humidity,WH-004,93.21,%,True,2024-12-25 15:45:00,2024,12,25,15
EVT-0000189,SENS-0178,Humidity,WH-001,43.89,%,False,2024-07-16 22:23:37,2024,7,16,22
EVT-0000190,SENS-0125,Light,WH-002,686.5,Lux,False,2024-05-25 02:37:08,2024,5,25,2
EVT-0000191,SENS-0074,Humidity,WH-003,20.24,%,False,2024-11-26 19:56:16,2024,11,26,19
EVT-0000192,SENS-0134,Pressure,WH-005,1067.7,hPa,False,2024-09-06 13:49:41,2024,9,6,13
EVT-0000193,SENS-0169,Vibration,WH-005,5.173,mm/s,False,2024-10-30 09:49:58,2024,10,30,9
EVT-0000194,SENS-0199,Pressure,WH-005,995.39,hPa,False,2024-04-23 08:05:59,2024,4,23,8
EVT-0000195,SENS-0165,Temperature,WH-003,3.84,Celsius,False,2024-05-24 08:01:44,2024,5,24,8
EVT-0000196,SENS-0016,Vibration,WH-005,7.264,mm/s,False,2024-05-12 22:01:13,2024,5,12,22
EVT-0000197,SENS-0018,Temperature,WH-002,42.47,Celsius,True,2024-04-29 02:11:18,2024,4,29,2
EVT-0000198,SENS-0198,CO2,WH-001,1198.7,ppm,False,2024-12-20 15:22:25,2024,12,20,15
EVT-0000199,SENS-0002,Pressure,WH-004,930.68,hPa,True,2024-11-04 11:43:23,2024,11,4,11
EVT-0000200,SENS-0140,Pressure,WH-003,1089.73,hPa,True,2024-04-23 01:29:55,2024,4,23,1
EVT-0000201,SENS-0036,Pressure,WH-003,1031.35,hPa,False,2024-06-07 15:43:01,2024,6,7,15
EVT-0000202,SENS-0144,CO2,WH-005,1054.7,ppm,False,2024-12-18 18:19:21,2024,12,18,18
EVT-0000203,SENS-0067,CO2,WH-005,1969.3,ppm,True,2024-10-11 13:48:36,2024,10,11,13
EVT-0000204,SENS-0149,Temperature,WH-005,39.37,Celsius,False,2024-11-28 21:43:51,2024,11,28,21
EVT-0000205,SENS-0115,Humidity,WH-001,29.01,%,False,2024-03-14 11:25:33,2024,3,14,11
EVT-0000206,SENS-0154,Temperature,WH-004,9.08,Celsius,False,2024-03-10 04:44:36,2024,3,10,4
EVT-0000207,SENS-0060,Humidity,WH-002,21.94,%,False,2024-09-05 03:33:18,2024,9,5,3
EVT-0000208,SENS-0192,Humidity,WH-003,33.08,%,False,2024-05-21 18:11:22,2024,5,21,18
EVT-0000209,SENS-0184,Pressure,WH-003,921.03,hPa,True,2024-11-10 13:24:42,2024,11,10,13
EVT-0000210,SENS-0194,Humidity,WH-004,42.51,%,False,2024-01-29 14:06:07,2024,1,29,14
EVT-0000211,SENS-0098,Vibration,WH-002,6.347,mm/s,False,2024-05-03 02:39:52,2024,5,3,2
EVT-0000212,SENS-0113,Humidity,WH-004,75.67,%,False,2024-05-25 17:39:36,2024,5,25,17
EVT-0000213,SENS-0153,Light,WH-001,688.5,Lux,False,2024-08-23 01:35:06,2024,8,23,1
EVT-0000214,SENS-0033,CO2,WH-004,1099.0,ppm,False,2024-01-17 23:45:07,2024,1,17,23
EVT-0000215,SENS-0184,Vibration,WH-001,8.966,mm/s,True,2024-10-05 22:15:10,2024,10,5,22
EVT-0000216,SENS-0075,Temperature,WH-002,-7.57,Celsius,True,2024-02-08 23:19:12,2024,2,8,23
EVT-0000217,SENS-0158,Pressure,WH-001,1041.42,hPa,False,2024-05-14 15:41:38,2024,5,14,15
EVT-0000218,SENS-0182,Light,WH-003,693.9,Lux,False,2024-04-03 04:52:34,2024,4,3,4
EVT-0000219,SENS-0096,Pressure,WH-004,1012.46,hPa,False,2024-10-01 04:37:09,2024,10,1,4
EVT-0000220,SENS-0045,CO2,WH-002,1188.2,ppm,False,2024-03-16 15:05:52,2024,3,16,15
EVT-0000221,SENS-0200,Light,WH-003,90.4,Lux,False,2024-08-03 04:51:43,2024,8,3,4
EVT-0000222,SENS-0042,CO2,WH-004,1330.4,ppm,False,2024-12-18 15:36:08,2024,12,18,15
EVT-0000223,SENS-0114,Vibration,WH-002,2.972,mm/s,False,2024-06-21 20:17:30,2024,6,21,20
EVT-0000224,SENS-0096,Vibration,WH-004,5.496,mm/s,False,2024-06-05 09:41:11,2024,6,5,9
EVT-0000225,SENS-0189,Temperature,WH-004,9.53,Celsius,False,2024-06-23 00:01:27,2024,6,23,0
EVT-0000226,SENS-0076,Light,WH-004,391.5,Lux,False,2024-07-28 15:47:44,2024,7,28,15
EVT-0000227,SENS-0102,Vibration,WH-005,6.686,mm/s,False,2024-09-22 20:47:55,2024,9,22,20
EVT-0000228,SENS-0098,Humidity,WH-003,92.63,%,True,2024-05-24 02:40:33,2024,5,24,2
EVT-0000229,SENS-0127,Pressure,WH-001,1089.22,hPa,True,2024-09-01 12:46:07,2024,9,1,12
EVT-0000230,SENS-0122,Light,WH-004,935.2,Lux,False,2024-10-21 03:04:34,2024,10,21,3
EVT-0000231,SENS-0126,Light,WH-005,364.3,Lux,False,2024-10-15 04:59:25,2024,10,15,4
EVT-0000232,SENS-0057,Temperature,WH-005,4.36,Celsius,False,2024-11-18 18:59:41,2024,11,18,18
EVT-0000233,SENS-0036,Pressure,WH-002,981.42,hPa,False,2024-07-05 15:23:46,2024,7,5,15
EVT-0000234,SENS-0021,Light,WH-005,499.4,Lux,False,2024-02-05 08:20:22,2024,2,5,8
EVT-0000235,SENS-0002,Light,WH-003,964.8,Lux,False,2024-12-09 03:27:15,2024,12,9,3
EVT-0000236,SENS-0066,Temperature,WH-001,41.03,Celsius,True,2024-09-14 22:43:07,2024,9,14,22
EVT-0000237,SENS-0121,Temperature,WH-003,44.46,Celsius,True,2024-03-15 11:52:36,2024,3,15,11
EVT-0000238,SENS-0063,Light,WH-004,442.2,Lux,False,2024-10-21 08:43:11,2024,10,21,8
EVT-0000239,SENS-0182,Light,WH-003,646.5,Lux,False,2024-09-23 04:31:34,2024,9,23,4
EVT-0000240,SENS-0133,Temperature,WH-005,17.48,Celsius,False,2024-03-29 17:27:35,2024,3,29,17
EVT-0000241,SENS-0107,Light,WH-001,634.4,Lux,False,2024-04-14 14:43:45,2024,4,14,14
EVT-0000242,SENS-0180,Temperature,WH-002,19.77,Celsius,False,2024-04-05 14:16:20,2024,4,5,14
EVT-0000243,SENS-0060,Light,WH-003,546.4,Lux,False,2024-12-16 12:34:08,2024,12,16,12
EVT-0000244,SENS-0136,Pressure,WH-002,994.79,hPa,False,2024-07-13 02:07:03,2024,7,13,2
EVT-0000245,SENS-0155,Humidity,WH-004,29.43,%,False,2024-09-08 17:25:13,2024,9,8,17
